// Ability_KingKlout1	
Ability_KingKlout1_name	Goblin Toss
State_Gauntlet_Ability3_FRAME_effect	Замедление атаки на 1% за заряд.\nЗамедление сотворения заклинаний на 1 за заряд.\nКража 1% урона за заряд.
State_Gauntlet_Ability3_INFLICT_effect	
State_Gauntlet_Ability3_REFRESH_effect	
	
// State_Gauntlet_Ability3_Self	
State_Gauntlet_Ability3_Self_name	Empowered
	
// State_Gauntlet_Ability3_Enemy_Damage	
State_Gauntlet_Ability3_Enemy_Damage_name	Damage Enfeeble
	
// Ability_Gauntlet4	
Ability_Gauntlet4_name	Gauntlet Blast
Ability_Gauntlet4_description	Кулак Gauntlet наполняется нечестивой мощью и летит в выбранного воина, снимая с него усиления, оглушая и нанося урон.
Ability_Gauntlet4_description2	^gЭту способность можно усилить Посохом владыки.^*\n\n^gЭффект посоха:^* Gauntlet летит к враждебной цели вместе с кулаком. Урон повышается до {400,500,600} ед., перезарядка ускоряется до {70,60,50} секунд, радиус действия увеличивается до {300,350,400} ед.
