Ability_Adrenaline2_IMPACT_effect,"^cСтоимость маны: 45% от максимального запаса маны^*\n\nУкажите направление, чтобы сделать туда ^oрывок на 450 ед.^*, нанести ^o20 ед. чистого урона врагам на пути^*  и поглотить на них заряды ^rDread Stacks^*, нанося дополнительный урон в размере ^o1% от максимального запаса здоровья врага^* за каждый заряд.\n\n^oАтаки вашего героя и иллюзий^* накладывают на цель по ^r2 заряда Dread Stacks^* на 6 сек., обновляя продолжителность действия зарядов при ударе.\n\nМаксимальное количество зарядов Dread Stacks зависит от уровня способности.\n\nМаксимум ^o{12,20,28,36}^* зарядов ^rDread Stacks^*. Уничтожает деревья."
Ability_Adrenaline2_IMPACT_effect:rapidfire,"^cСтоимость маны: 15% от максимального запаса маны^*\n\nУкажите направление, чтобы сделать туда ^oрывок на 450 ед.^*, нанести ^o20 ед. чистого урона врагам на пути^*  и поглотить на них заряды ^rDread Stacks^*, нанося дополнительный урон в размере ^o1% от максимального запаса здоровья врага^* за каждый заряд.\n\n^oАтаки вашего героя и иллюзий^* накладывают на цель по ^r2 заряда Dread Stacks^* на 6 сек., обновляя продолжителность действия зарядов при ударе.\n\nМаксимальное количество зарядов Dread Stacks зависит от уровня способности.\n\nМаксимум ^o{12,20,28,36}^* зарядов ^rDread Stacks^*. Уничтожает деревья."
Ability_Adrenaline2_tooltip_flavor,
State_Adrenaline_Ability2_name,Rush
State_Adrenaline_Ability2_FRAME_effect,"Ваш герой получает чистый урон в размере [20 + {1% от максимального запаса здоровья}*количество зарядов], когда способность Rush героя Adrenaline задевает вас."
Ability_Adrenaline3_name,Ember Shard
Ability_Adrenaline3_description,Оксолки тлеющих углей Adrenaline невероятно быстро восстанавливают его ману.
Ability_Adrenaline3_description_simple,"Пассивно ^oвосстанавливает ману^* в размере ^o{4.5,5.5,6,6.5,7}%^* от максимального запаса маны вашего героя каждую сек.\n\nЕсли Adrenaline убивает вражеского героя, он восстанавливает ^o{20,40,60,80,100}% от максимального запаса маны^* ({5,10,15,20,25}% за убийства не героев)."
Ability_Adrenaline3_effect_header,
Ability_Adrenaline3_IMPACT_effect,"Пассивно ^oвосстанавливает ману^* в размере ^o{4.5,5.5,6,6.5,7}%^* от максимального запаса маны вашего героя каждую сек.\n\nЕсли Adrenaline убивает вражеского героя, он восстанавливает ^o{20,40,60,80,100}% от максимального запаса маны^* ({5,10,15,20,25}% за убийства не героев)."
Ability_Adrenaline3_effect_header2,
Ability_Adrenaline3_tooltip_flavor,
Ability_Adrenaline4_name,Death's Halo
Ability_Adrenaline4_description,"Adrenaline окружает цель собственными кристаллами, приглашая на тот свет."
Ability_Adrenaline4_description2,
Ability_Adrenaline4_description_simple,"^cСтоимость маны: 30% от максимального запаса маны^*\n\nУкажите вражеского героя, чтобы ^oоглушить и уменьшить его радиус обзора на ^o2 сек.^* Накладывает на цель ^o{10,20,30} зарядов Dread Stacks^* и призывает вокруг неё ^o6 Ember Shards^* на 5 сек.\n\n^oAdrenaline появляется на месте одного из Ember Shards^* и может проходить сквозь все препятствия в течение 2 сек. Ember Shards получают 400% урона наносят 10% от базового урона вашего героя."
Ability_Adrenaline4_description_simple:rapidfire,"^cСтоимость маны: 30% от максимального запаса маны^*\n\nУкажите вражеского героя, чтобы ^oоглушить и уменьшить его радиус обзора на ^o2 сек.^* Накладывает на цель ^o{10,20,30} зарядов Dread Stacks^* и призывает вокруг неё ^o6 Ember Shards^* на 5 сек.\n\n^oAdrenaline появляется на месте одного из Ember Shards^* и может проходить сквозь все препятствия в течение 2 сек. Ember Shards получают 400% урона наносят 10% от базового урона вашего героя."
Ability_Adrenaline4_effect_header,
Ability_Adrenaline4_IMPACT_effect,"^cСтоимость маны: 30% от максимального запаса маны^*\n\nУкажите вражеского героя, чтобы ^oоглушить и уменьшить радиус обзора до 400 ед. на ^o2 сек.^* Накладывает на цель ^o{10,20,30} зарядов Dread Stacks^* и призывает вокруг неё ^o6 Ember Shards ^* на 5 сек.\n\n^oAdrenaline появляется на месте одного из Ember Shards^* и может проходить сквозь все препятствия в течение 2 сек. Ember Shards получают 400% урона,  наносят 10% от базового урона вашего героя, имеют большую дальность атаки, не могут передвигаться и атакуют не более 3 раз."
